208.115.111.73 - - [18/Feb/2013:00:08:49 +0700] "GET /robots.txt HTTP/1.1" 404 278 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)"
180.76.5.56 - - [18/Feb/2013:01:08:12 +0700] "GET /?portal=mc_web&page=DocOfClass&classID=14&cateID=3 HTTP/1.1" 200 17612 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
178.255.215.66 - - [18/Feb/2013:01:08:25 +0700] "GET /robots.txt HTTP/1.1" 404 274 "-" "Mozilla/5.0 (compatible; Exabot/3.0; +http://www.exabot.com/go/robot)"
178.255.215.66 - - [18/Feb/2013:01:08:26 +0700] "GET /?portal=mc_web&page=articleDetail&id=511 HTTP/1.1" 200 29832 "-" "Mozilla/5.0 (compatible; Exabot/3.0; +http://www.exabot.com/go/robot)"
208.115.111.73 - - [18/Feb/2013:01:57:57 +0700] "GET /?portal=mc_web&page=NewDoc HTTP/1.1" 200 22498 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)"
180.76.5.17 - - [18/Feb/2013:02:50:08 +0700] "GET /?portal=mc_web&page=DocDetail&id=155 HTTP/1.1" 200 22715 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
199.36.240.17 - - [18/Feb/2013:03:00:40 +0700] "GET /data/images/imageForArticle/images649254_images627839_10.jpg HTTP/1.1" 304 0 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
78.158.11.226 - - [18/Feb/2013:09:41:36 +0700] "GET / HTTP/1.1" 200 19220 "http://evuln.com/tools/malware-scanner/trungtamtoan.com/" "Lynx/2.8.5rel.1 libwww-FM/2.15FC SSL-MM/1.4.1c OpenSSL/0.9.7e-dev"
78.158.11.226 - - [18/Feb/2013:09:41:39 +0700] "GET / HTTP/1.1" 200 19220 "http://www.google.com/url?sa=t&rct=j&q=trungtamtoan.com&source=web&cd=5&ved=0CF0QFjAE&url=http:%2F%2Ftrungtamtoan.com%2F&cad=rja" "Lynx/2.8.5rel.1 libwww-FM/2.15FC SSL-MM/1.4.1c OpenSSL/0.9.7e-dev"
78.158.11.226 - - [18/Feb/2013:09:41:40 +0700] "GET /?portal=mc_web&page=articledetail&id=306 HTTP/1.1" 200 23028 "-" "Lynx/2.8.5rel.1 libwww-FM/2.15FC SSL-MM/1.4.1c OpenSSL/0.9.7e-dev"
78.158.11.226 - - [18/Feb/2013:09:41:45 +0700] "GET /?portal=mc_web&page=classdetail&id=50 HTTP/1.1" 200 18474 "-" "Lynx/2.8.5rel.1 libwww-FM/2.15FC SSL-MM/1.4.1c OpenSSL/0.9.7e-dev"
208.115.111.73 - - [18/Feb/2013:10:00:01 +0700] "GET /?portal=mc_web&page=DocOfClass&classID=20&cateID=1 HTTP/1.1" 200 17612 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)"
180.76.5.90 - - [18/Feb/2013:12:37:18 +0700] "GET /?portal=mc_web&page=ClassDetail&id=50 HTTP/1.1" 200 18474 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
178.255.215.66 - - [18/Feb/2013:13:42:30 +0700] "GET /?portal=mc_web&page=articleDetail&id=312 HTTP/1.1" 200 38671 "-" "Mozilla/5.0 (compatible; Exabot/3.0; +http://www.exabot.com/go/robot)"
113.163.10.238 - - [18/Feb/2013:14:12:20 +0700] "GET / HTTP/1.1" 200 19220 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /webskins/skins/default/main/styles/common.css HTTP/1.1" 200 45652 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /webskins/skins/default/main/styles/common-ext.css HTTP/1.1" 200 1758 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /webskins/skins/platform/jquery.alerts/jquery.alerts.css HTTP/1.1" 200 1329 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /modules/default/frontend/DefaultHeader.js HTTP/1.1" 200 581 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /modules/mcweb/MCwebNavigation.js HTTP/1.1" 200 75 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /webskins/plugins/formValidator.2.2/css/validationEngine.jquery.css HTTP/1.1" 200 2320 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /modules/mcweb/MCboard.js HTTP/1.1" 200 74 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /modules/mcweb/MClog.js HTTP/1.1" 200 248 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /webskins/js/jquery.alerts.js HTTP/1.1" 200 6875 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /webskins/js/jquery-1.7.2.js HTTP/1.1" 200 252881 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /webskins/plugins/TinySlideshow/style.css HTTP/1.1" 200 1622 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /webskins/plugins/formValidator.2.2/js/languages/jquery.validationEngine-vi2.js HTTP/1.1" 200 8408 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /webskins/plugins/TinySlideshow/compressed.js HTTP/1.1" 200 4970 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /webskins/plugins/TinySlideshow/script.js HTTP/1.1" 200 5547 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /webskins/plugins/formValidator.2.2/js/contrib/other-validations.js HTTP/1.1" 200 968 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /webskins/plugins/formValidator.2.2/js/jquery.validationEngine.js HTTP/1.1" 200 48957 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /webskins/skins/default/main/images/box-btm.png HTTP/1.1" 200 941 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /data/avatar/new.gif HTTP/1.1" 200 2954 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /webskins/skins/default/main/images/arrow_right.gif HTTP/1.1" 200 824 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
113.163.10.238 - - [18/Feb/2013:14:12:21 +0700] "GET /data/avatar/mathlogo.gif HTTP/1.1" 200 7928 "http://trungtamtoan.com/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
