180.76.6.16 - - [21/Feb/2013:00:34:43 +0700] "GET /?portal=mc_web&page=articleDetail&id=247 HTTP/1.1" 200 25271 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
157.55.33.98 - - [21/Feb/2013:00:41:16 +0700] "GET /robots.txt HTTP/1.1" 404 278 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.33.98 - - [21/Feb/2013:00:42:36 +0700] "GET / HTTP/1.1" 200 19428 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
180.76.5.87 - - [21/Feb/2013:01:02:28 +0700] "GET /?portal=mc_web&page=articleDetail&id=354 HTTP/1.1" 200 32140 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
180.76.6.223 - - [21/Feb/2013:01:41:19 +0700] "GET /?portal=mc_web&page=articleDetail&id=596 HTTP/1.1" 200 23741 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
199.36.240.17 - - [21/Feb/2013:01:59:35 +0700] "GET /data/images/imageForArticle/images650243_1.jpg HTTP/1.1" 304 0 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
208.115.111.73 - - [21/Feb/2013:01:59:57 +0700] "GET /?portal=mc_web&page=DocOfClass&classID=15&cateID=2 HTTP/1.1" 200 17612 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)"
115.78.131.180 - - [21/Feb/2013:02:59:35 +0700] "GET / HTTP/1.1" 200 19220 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:x.x.x) Gecko/20041107 Firefox/x.x"
180.76.5.148 - - [21/Feb/2013:03:13:04 +0700] "GET /?portal=mc_web&page=Download&name=20120922/admin_1348308992.pdf HTTP/1.1" 200 122431 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
118.70.248.17 - - [21/Feb/2013:03:29:19 +0700] "GET /webskins/skins/system/js/func.js HTTP/1.1" 304 0 "-" "Mozilla/4.0 (compatible;)"
208.115.111.73 - - [21/Feb/2013:04:09:23 +0700] "GET /robots.txt HTTP/1.1" 404 278 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)"
180.76.5.58 - - [21/Feb/2013:05:04:29 +0700] "GET /?portal=mc_web&page=DocOfClass&classID=4&cateID=2 HTTP/1.1" 200 17612 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
